source_path,git_blob,owner,disposition,replacement_phase,removal_gate
eblocker-icapserver/src/main/java/org/eblocker/server/app/EblockerServerApp.java,c624c8fd15944ac7bb486780e97c559ce22c790e,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/app/NetworkConfigImportApp.java,dc65873da30664a63e48e3f15c3e5a98ddbe5898,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/BaseModule.java,bae205b5c2239b047107b7190cae142f7320185e,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/ConfigurableModule.java,2e11d12511fdecc7904393b31dd05ba4f322aeaf,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/EblockerModule.java,b697fb1d5c0fe1b0861565605f13a0bb09f017bd,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/Environment.java,e5145b41d7e26f56b7835668f74d020b705b3ba9,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/JedisPoolProvider.java,fb6ba63393d99630a1f426b744b8274da483fb4e,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/ObjectMapperProvider.java,d670f7247e335f5d8a929598d7d200d79066b60c,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/PauseDeviceController.java,f45a01e3559e19f3065f6d35df5320489bbd2ae8,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/RequireFeature.java,0ebf04a6494a81d683afcb9ff812912bd8defc8f,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/BlacklistCompiler.java,6dc995fe67cb3fee555d44f2c035e45f04a8a691,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/BlockedDomainLog.java,c534ed7b6429ec47609db62d4a9e31517d7d2bdf,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/BloomDomainFilter.java,187be3aa6082c8566efc1c0994fbb709b52e65fa,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/Cache.java,bb357710887de73d4baaba2b7056128b5df20ff2,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/CacheIndex.java,2b80fec3b9acce047c18aa0870578531cafe495c,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/CacheIndexRepository.java,7f0393790ba0b5c6efdc62e58d9f79247162f28e,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/CachedFileFilter.java,643a038a3a4dd6ca37865e544036eabcdfd14774,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/CachedFilterKey.java,65f99570427fa41885c1c26ffe5cbba5e5e2a67a,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/CachingFilter.java,35126c3ea11b6137263386c9fc788a935c95ba7f,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainBlacklistService.java,e83bded853311b5ecd485648a370260bb5735156,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainBlockingNetworkService.java,d1416f4289173a3b13a1b2000663042e9a237d39,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainBlockingService.java,4ccd9822fdfc15b937d48bccfa7b88c50a7a18fc,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainFilter.java,00c3381b8469280c3e7e7db5eb0bd1551921cc77,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainFilterAnd.java,2bbe7c7dc2c73d5f2d4b0d4b25d4e20922ac86ac,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainFilterLoader.java,596b4561cd2f4a8ad979dbcbc44669ed1b50e3d4,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainFilterNot.java,3b232f4d70a4b6c38633aacc3bd9d49e65b6845c,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainFilterOr.java,9b5a020d3068734c5cc7344fc1e8d5bd82cd7a08,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/DomainReplaceFilter.java,65024cc5e2a56c54bc8fac6579f251befce2d210,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/FilterDecision.java,5a9c0a971d3343f7891a72ddf3702fa5e11c6b31,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/Filters.java,394b7d0eccecaf30fcc1a75d10d9967905760923,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/HashFileFilter.java,45a0ce4f0ddaf15881a8e6fb3d827dedf5b40769,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/HashingFilter.java,9018cd8f903e34291b93141ad3998c45a2db5c07,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/HostnameFilter.java,25ffb3b70f3636f48c48bab69e1acd81e43e66c1,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/RequestHandler.java,9eacc543c1848cf599af39f41e5e6d91351123a0,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/SingleFileFilter.java,81bf636105189bfc784fe4f3abca26c4ee43e70c,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/StaticFilter.java,05d2b3df8df80743e04272dbfbcbbfdc6a3378e3,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blacklist/StringFunnel.java,1f83c080ee57722646b6532b2556a0c4fc96bd4a,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/common/blocker/Blocker.java,dd9053e04f589a6a1a8eb26505332dae1ec48102,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
